investor_id,age,gender,city_tier,income_bracket,occupation,education,primary_platform,years_investing,financial_literacy_score,self_reported_risk_appetite,monthly_savings_inr,total_portfolio_value_inr,has_aa_consent,direct_equity_inr,mutual_funds_inr,epf_inr,nps_inr,gold_physical_inr,gold_digital_inr,fixed_deposits_inr,ppf_inr,real_estate_estimate_inr,total_tracked_wealth_inr,total_estimated_wealth_inr,pct_wealth_on_single_platform,wealth_fragmentation_score,num_mutual_funds,num_direct_stocks,num_total_instruments,perceived_diversification_score,actual_diversification_score,diversification_gap,unique_underlying_stocks_in_mf,top15_stocks_cover_pct_of_mf,top_sector,top_sector_concentration_pct,top3_instruments_weight_pct,herfindahl_index,overlap_risk_flag,high_concentration_flag,knows_what_var_is,knows_sharpe_ratio,checks_portfolio_correlation,checks_sector_concentration,uses_stop_loss,simulates_before_trading,tracks_all_assets_in_one_place,risk_awareness_score_out_of_10,total_loss_last_18mo_inr,main_pain_point,would_use_parakh_simulator,willingness_to_pay_monthly_inr,preferred_channel,heard_of_account_aggregator,equity_to_total_wealth_pct,epf_gold_fd_share_pct,risk_loss_ratio,parakh_need_score
INV0469,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,12729,1261445,0,368045,893400,543699,0,0,0,0,200000,0,2005144,2005144,62.9,4,4,9,13,8.5,2.0,6.5,27,75.6,Diversified,63.0,78.1,0.234214,1,1,1,0,0,0,0,0,0,1.5,17520,Lost money following social media tips,1,185,Mobile App,0,62.9,37.1,1.39,6.45
INV0470,59,Male,Tier 3,<3L,Self-Employed,Graduate,Groww,5,7,Moderate,2647,239344,1,97139,142205,0,0,0,59433,296819,0,12995649,595596,13591245,1.8,5,5,4,9,7.0,1.0,6.0,28,84.8,Consumer,50.3,88.3,0.321098,1,1,1,1,1,1,0,0,1,7.5,4238,Don't know if I'm really diversified,1,0,Web,1,1.8,98.2,1.77,4.47
INV0471,22,Male,Tier 2,<3L,Salaried-Private,Graduate,Groww,2,5,Conservative,3459,72593,1,24457,48136,56945,0,336350,14783,0,20000,0,164321,500671,14.5,6,3,3,6,4.5,1.3,3.2,26,60.7,Diversified,58.8,89.0,0.315639,0,1,0,0,0,0,0,0,1,1.0,5033,Don't know if I'm really diversified,1,0,Mobile App,1,14.5,85.5,6.93,6.07
INV0472,59,Female,Tier 2,20L-50L,Business Owner,Post-Graduate,Angel One,5,7,Aggressive,33990,1327508,1,517564,809944,0,0,297763,0,0,0,11667879,1327508,13293150,10.0,4,5,13,18,10.0,2.7,7.3,22,72.5,Diversified,58.7,60.5,0.173385,1,1,1,1,0,0,0,0,1,4.0,9309,Don't know if I'm really diversified,1,468,Mobile App,1,10.0,90.0,0.7,5.86
INV0473,23,Female,Tier 3,3L-6L,Freelancer,12th Pass,Upstox,4,3,Conservative,3927,287966,1,0,287966,0,0,323163,0,0,0,0,287966,611129,47.1,3,8,0,8,8.0,3.6,4.4,80,67.5,Diversified,65.9,82.8,0.318576,1,1,0,0,0,0,1,0,1,2.0,243,Don't know if I'm really diversified,0,0,Web,1,47.1,52.9,0.08,5.24
INV0474,54,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,3,7,Moderate,12109,415710,1,136206,279504,0,0,0,0,0,0,3497698,415710,3913408,10.6,3,9,3,12,10.0,1.7,8.3,82,82.3,Diversified,61.1,71.6,0.20214,1,1,1,1,0,0,0,0,1,4.0,4254,Don't know if I'm really diversified,1,299,Mobile App,1,10.6,89.4,1.02,5.9
INV0475,40,Male,Tier 1,6L-10L,Salaried-Govt,Graduate,Angel One,4,6,Conservative,5329,597816,1,231351,366465,338799,0,305052,29096,1201740,0,6929222,2167451,9401725,6.4,7,7,5,12,9.5,3.7,5.8,63,65.6,Diversified,61.9,53.9,0.137259,1,0,0,1,0,0,1,0,1,3.5,34709,Don't know if I'm really diversified,1,308,Web,1,6.4,93.6,5.81,6.4
INV0476,61,Male,Tier 2,50L+,Business Owner,Post-Graduate,Angel One,5,9,Moderate,78343,8097583,0,3846197,4251386,0,0,468010,89694,9431324,0,0,17618601,18086611,44.8,5,7,5,12,9.5,3.0,6.5,56,69.4,Diversified,45.6,55.4,0.150061,1,1,1,1,1,0,0,0,0,5.0,16062,Don't know if I'm really diversified,1,1206,Web,1,44.8,55.2,0.2,5.52
INV0477,25,Male,Tier 3,3L-6L,Salaried-Private,12th Pass,HDFC Securities,2,5,Moderate,5548,284633,1,173293,111340,86488,0,357514,0,493705,45000,0,909826,1267340,22.5,6,8,8,16,10.0,3.3,6.7,59,66.5,Diversified,47.1,62.6,0.164969,1,1,0,0,0,0,0,0,1,1.0,2592,Panic during market crashes,1,77,Mobile App,1,22.5,77.5,0.91,7.29
INV0478,40,Male,Tier 3,6L-10L,Business Owner,Post-Graduate,Zerodha,5,7,Aggressive,10105,402495,1,157361,245134,0,200000,127414,0,0,0,0,602495,729909,55.1,4,2,5,7,4.5,1.7,2.8,15,69.8,Diversified,44.7,87.8,0.293804,1,1,1,1,1,1,1,0,1,8.5,46652,Don't know if I'm really diversified,0,0,WhatsApp Bot,1,55.1,44.9,11.59,2.7
INV0479,59,Male,Tier 3,20L-50L,Retired,Graduate,Zerodha,2,4,Moderate,58988,2572151,1,1255089,1317062,0,350000,379218,0,0,0,0,2922151,3301369,77.9,4,4,10,14,9.0,2.0,7.0,34,84.2,Diversified,44.6,66.9,0.17003,1,1,0,0,0,1,0,0,1,2.5,9147,Don't know if I'm really diversified,1,355,Mobile App,1,77.9,22.1,0.36,6.28
INV0480,40,Male,Tier 2,20L-50L,Business Owner,10th Pass,Zerodha,1,1,Conservative,58815,1424470,0,570602,853868,0,0,126917,0,5814197,0,12447437,7238667,19813021,7.2,5,4,5,9,6.5,2.3,4.2,37,74.5,Diversified,61.4,64.9,0.180368,1,1,0,0,0,0,0,0,0,0.0,11524,Don't know if I'm really diversified,0,0,Mobile App,0,7.2,92.8,0.81,6.47
INV0481,43,Male,Tier 3,6L-10L,Salaried-Private,Graduate,Groww,4,5,Moderate,10995,816169,1,290321,525848,441596,0,0,0,1382385,0,12784161,2640150,15424311,5.3,5,6,6,12,9.0,2.3,6.7,64,81.2,Diversified,57.1,62.6,0.16223,1,1,0,0,0,0,1,0,1,2.0,0,Panic during market crashes,0,0,WhatsApp Bot,1,5.3,94.7,0.0,6.64
INV0482,45,Female,Tier 1,20L-50L,Business Owner,Post-Graduate,Zerodha,6,7,Moderate,24818,2042964,0,695587,1347377,0,1050000,0,0,3952934,0,0,7045898,7045898,29.0,4,5,6,11,8.0,2.6,5.4,28,68.2,Diversified,61.1,73.4,0.19883,1,1,1,1,0,0,0,0,0,3.0,656,Panic during market crashes,0,0,Mobile App,0,29.0,71.0,0.03,5.54
INV0483,38,Male,Tier 2,10L-20L,Freelancer,Graduate,Groww,2,7,Aggressive,18883,497717,0,198793,298924,0,0,0,45577,1846028,0,7247194,2389322,9636516,5.2,5,3,10,13,8.0,1.6,6.4,21,80.8,Diversified,55.0,73.2,0.221798,1,1,1,1,1,0,0,0,1,6.0,812,Panic during market crashes,1,378,Mobile App,0,5.2,94.8,0.16,5.14
INV0484,43,Male,Tier 1,10L-20L,Salaried-Private,12th Pass,5paisa,3,4,Conservative,18700,335772,1,0,335772,594025,225000,494548,0,0,0,0,1154797,1649345,20.4,5,6,0,6,6.0,1.6,4.4,52,84.7,Diversified,65.3,94.1,0.448895,1,1,0,0,0,1,0,0,1,2.5,0,No idea what will happen if a stock falls,1,304,Mobile App,1,20.4,79.6,0.0,5.66
INV0485,42,Female,Tier 1,3L-6L,Salaried-Govt,Graduate,Upstox,4,7,Conservative,5014,165519,0,0,165519,184273,0,0,0,0,0,3346396,349792,3696188,4.5,4,6,0,6,6.0,4.5,1.5,72,73.5,Diversified,48.1,62.3,0.182701,1,1,1,1,0,1,0,0,0,4.5,25232,Can't track all investments in one place,1,155,Mobile App,0,4.5,95.5,15.24,3.65
INV0486,55,Male,Tier 1,3L-6L,Student,10th Pass,Upstox,3,2,Moderate,4953,260113,1,145141,114972,0,67500,383179,0,0,0,0,327613,710792,36.6,4,10,5,15,10.0,2.1,7.9,62,66.6,Infrastructure,46.1,62.5,0.175957,1,1,0,0,0,0,1,0,1,2.0,52355,Don't know if I'm really diversified,1,164,WhatsApp Bot,1,36.6,63.4,20.13,6.76
INV0487,24,Male,Tier 1,6L-10L,Student,Post-Graduate,Zerodha,1,5,Moderate,10039,143754,0,52529,91225,0,0,0,0,678197,0,0,821951,821951,17.5,3,10,7,17,10.0,3.4,6.6,102,77.2,Diversified,62.5,43.0,0.099284,1,0,0,0,1,0,0,0,1,3.0,18058,Don't know if I'm really diversified,1,222,Mobile App,0,17.5,82.5,12.56,5.66
INV0488,33,Male,Tier 2,6L-10L,Business Owner,Graduate,Groww,2,6,Conservative,10840,303788,0,79951,223837,0,0,338105,0,1212400,80000,0,1596188,1934293,15.7,5,4,3,7,5.5,1.9,3.6,43,79.7,Diversified,64.5,72.6,0.205242,1,1,0,1,1,0,0,0,0,3.5,52556,Lost money following social media tips,0,0,Mobile App,0,15.7,84.3,17.3,5.04
INV0489,58,Male,Tier 1,6L-10L,Self-Employed,Graduate,Groww,1,5,Conservative,10093,135392,1,55594,79798,0,0,281452,0,0,0,0,135392,416844,32.5,3,3,4,7,5.0,2.1,2.9,30,71.2,Diversified,55.5,69.8,0.212627,1,1,1,1,1,1,0,0,1,7.5,9489,Don't know if I'm really diversified,1,215,Web,1,32.5,67.5,7.01,2.79
INV0490,54,Female,Tier 2,10L-20L,Salaried-Private,12th Pass,Zerodha,4,4,Aggressive,23145,1878962,1,976922,902040,806539,0,69432,0,1026615,0,0,3712116,3781548,49.7,5,2,10,12,7.0,2.3,4.7,15,79.1,Diversified,40.2,63.4,0.190105,1,1,0,0,0,0,0,0,1,1.0,0,No idea what will happen if a stock falls,0,0,Mobile App,1,49.7,50.3,0.0,6.3
INV0491,38,Female,Tier 1,20L-50L,Salaried-Private,Post-Graduate,Groww,1,7,Aggressive,49054,1129923,0,388497,741426,454670,0,0,91145,4742911,0,0,6418649,6418649,17.6,5,7,15,22,10.0,4.3,5.7,82,66.7,Diversified,60.7,43.4,0.091487,1,0,1,1,0,1,0,0,0,4.5,9299,Lost money following social media tips,1,597,Mobile App,1,17.6,82.4,0.82,5.42
INV0492,43,Male,Tier 1,3L-6L,Salaried-Private,12th Pass,Upstox,5,6,Moderate,4634,223772,0,98945,124827,316153,0,496745,48907,0,0,14293342,588832,15378919,1.5,6,5,7,12,8.5,2.5,6.0,50,77.6,Diversified,51.6,65.3,0.180186,1,1,1,1,0,1,1,0,1,6.5,0,Can't track all investments in one place,1,105,Mobile App,0,1.5,98.5,0.0,5.12
INV0493,33,Male,Tier 1,10L-20L,Business Owner,Graduate,5paisa,2,5,Moderate,28990,787058,1,422025,365033,0,0,428315,0,2955472,150000,0,3892530,4320845,18.2,5,9,7,16,10.0,2.5,7.5,71,78.8,Diversified,44.9,56.0,0.142389,1,0,0,0,0,1,0,0,1,2.5,14971,Don't know if I'm really diversified,1,302,Mobile App,1,18.2,81.8,1.9,6.75
INV0494,30,Male,Tier 1,3L-6L,Salaried-Private,Graduate,5paisa,5,7,Aggressive,4529,220684,0,97606,123078,219269,0,468883,0,411097,112500,0,963550,1432433,15.4,6,6,5,11,8.5,2.7,5.8,39,57.9,Diversified,59.1,75.5,0.234747,0,1,1,1,0,1,0,0,0,4.5,5084,Don't know if I'm really diversified,1,113,Mobile App,0,15.4,84.6,2.3,5.75
INV0495,38,Male,Tier 2,20L-50L,Salaried-Govt,Post-Graduate,Upstox,6,8,Aggressive,26799,2786681,0,1355967,1430714,2963601,1050000,451093,0,5754754,1050000,0,13605036,14056129,19.8,7,7,14,21,10.0,3.0,7.0,57,71.8,Diversified,46.2,56.0,0.135996,1,0,1,1,1,1,0,0,0,6.5,12785,Don't know if I'm really diversified,0,0,Mobile App,0,19.8,80.2,0.46,5.78
INV0496,35,Male,Tier 2,10L-20L,Salaried-Govt,12th Pass,Groww,6,7,Aggressive,24094,2936112,0,1105655,1830457,1190995,0,338381,26837,1261453,0,0,5415397,5753778,51.0,6,7,10,17,10.0,4.0,6.0,79,63.5,Diversified,58.8,49.2,0.11987,0,0,1,1,0,1,1,0,0,5.5,20516,No idea what will happen if a stock falls,1,445,Mobile App,0,51.0,49.0,0.7,5.48
INV0497,42,Female,Tier 2,50L+,Self-Employed,Post-Graduate,5paisa,3,5,Conservative,71608,4106658,1,1635395,2471263,0,0,460959,70647,6535836,0,0,10713141,11174100,36.8,5,3,1,4,3.5,1.0,2.5,28,70.7,Retail,53.6,89.7,0.32657,1,1,0,0,0,0,0,0,1,1.0,16807,Don't know if I'm really diversified,1,1138,Mobile App,1,36.8,63.2,0.41,5.52
INV0498,25,Male,Tier 2,<3L,Business Owner,Graduate,5paisa,3,6,Aggressive,3240,116436,0,64007,52429,0,0,261130,0,232611,30000,0,379047,640177,18.2,5,3,10,13,8.0,3.1,4.9,15,68.1,Diversified,40.2,58.4,0.162464,1,1,0,1,1,1,0,0,0,5.0,8203,Panic during market crashes,1,0,Mobile App,0,18.2,81.8,7.05,4.96
INV0499,60,Female,Tier 1,3L-6L,Business Owner,Post-Graduate,Groww,4,7,Moderate,2394,263059,0,77038,186021,0,0,0,0,0,0,0,263059,263059,100.0,2,7,8,15,10.0,3.0,7.0,55,60.3,Diversified,65.4,61.2,0.217451,0,1,1,1,0,1,1,0,0,5.5,0,Panic during market crashes,1,85,WhatsApp Bot,1,100.0,0.0,0.0,4.62
INV0500,61,Male,Tier 3,6L-10L,Retired,12th Pass,Angel One,2,4,Conservative,16177,270352,1,157990,112362,0,0,432077,0,467743,0,0,738095,1170172,23.1,4,8,2,10,9.0,1.0,8.0,45,69.9,FMCG,50.7,82.4,0.379872,1,1,1,1,0,0,0,0,1,4.0,4490,Lost money following social media tips,1,193,Mobile App,1,23.1,76.9,1.66,6.1
INV0501,35,Male,Tier 3,20L-50L,Business Owner,Post-Graduate,Angel One,4,7,Aggressive,60649,1802190,1,659842,1142348,0,743871,107033,0,1041829,678294,0,4686963,4686963,60.9478,5,4,10,14,9.0,2.578,6.42,25,68.4444,Diversified,59.1447,66.0204,0.1911,1,1,1,1,0,1,0,0,1,5.0367,4416,Don't know if I'm really diversified,1,466,Mobile App,1,38.5,61.5,0.6941,5.5069
INV0502,34,Male,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Zerodha,4,6,Conservative,19154,822028,0,471694,350334,817601,0,0,0,0,0,0,1706123,1706123,50.154,3,7,2,9,7.9766,1.1906,6.79,43,74.1829,IT,53.7698,77.4175,0.3421,1,1,0,1,1,0,0,0,0,3.2617,14273,Panic during market crashes,0,0,Mobile App,0,48.2,51.8,1.517,5.705
INV0503,32,Female,Tier 3,<3L,Freelancer,12th Pass,Angel One,3,4,Conservative,945,15377,0,6776,8601,0,0,0,0,293508,0,0,309674,311578,6.1378,3,8,2,10,8.7332,4.5378,4.2,86,59.3893,Diversified,50.4415,67.768,0.2042,0,1,0,0,0,0,0,0,0,0.6334,47869,Lost money following social media tips,0,0,Mobile App,0,4.9,95.1,192.2767,5.7755
INV0504,41,Female,Tier 1,20L-50L,Business Owner,Graduate,Groww,1,4,Moderate,47325,995261,0,259937,735324,0,0,0,0,6835553,159871,4685379,7827673,13572628,15.2491,5,10,6,16,9.8581,3.0271,6.83,82,76.4925,Diversified,62.6125,54.4253,0.1428,1,0,0,0,0,0,0,0,0,0.2839,9000,Don't know if I'm really diversified,1,579,Web,1,7.3,92.7,0.6616,7.2929
INV0505,40,Male,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Angel One,6,8,Aggressive,29753,1900952,1,1175558,725394,1310109,0,314774,0,1740251,469346,0,5989350,5989350,47.0569,6,3,11,14,8.4036,2.1082,6.3,20,78.0211,Diversified,42.2228,68.0687,0.1888,1,1,1,1,1,0,0,0,1,6.7982,1081,Panic during market crashes,1,331,Web,1,31.7,68.3,0.1298,5.124
INV0506,51,Female,Tier 1,3L-6L,Business Owner,Post-Graduate,Groww,4,7,Moderate,2574,235593,0,70881,164712,0,0,0,0,0,0,0,255547,259660,92.0998,3,6,9,15,9.5562,2.9556,6.6,40,62.6523,Diversified,60.3847,60.9337,0.1969,0,1,1,1,0,1,1,0,0,5.0562,0,Panic during market crashes,1,88,WhatsApp Bot,1,90.7,9.3,0.5415,4.9041
INV0507,42,Male,Tier 2,6L-10L,Salaried-Private,10th Pass,Zerodha,2,2,Conservative,6828,512758,0,173472,339286,309230,0,0,76587,1393187,0,10081128,2364624,11578466,3.8526,6,7,4,11,9.3685,3.1,6.27,55,64.2429,Diversified,56.4416,62.5298,0.1604,0,1,0,0,0,0,0,0,0,0.0,50912,No idea what will happen if a stock falls,1,194,Mobile App,0,4.4,95.6,8.5897,7.4977
INV0508,32,Female,Tier 3,10L-20L,Salaried-Private,12th Pass,Angel One,5,7,Moderate,20397,1012302,1,627480,384822,941531,0,0,9843,0,0,0,1841760,1841760,47.222,5,7,13,20,10.0,4.2357,5.76,51,64.4909,Diversified,41.9711,42.908,0.0982,0,0,0,1,0,1,1,0,1,5.2738,1889,Can't track all investments in one place,1,275,Mobile App,1,55.0,45.0,0.095,5.2002
INV0509,37,Male,Tier 1,20L-50L,Salaried-Private,Graduate,Upstox,3,7,Moderate,36946,835277,0,459544,375733,405573,0,335974,0,4389447,0,3697121,5602254,10070430,6.1975,6,10,8,18,10.0,4.1447,5.86,90,67.7371,Diversified,57.8811,41.5706,0.0939,1,0,0,1,0,0,0,0,0,2.3289,1724,Can't track all investments in one place,0,0,Mobile App,1,8.3,91.7,0.0895,6.5348
INV0510,47,Female,Tier 3,20L-50L,Salaried-Private,Post-Graduate,Groww,5,7,Aggressive,55360,6256049,0,3577708,2678341,2215713,0,135007,44342,0,0,0,9167716,9167716,68.3711,5,5,7,12,8.4194,2.536,5.88,44,75.1896,Diversified,43.4218,58.6066,0.1683,1,1,1,1,0,0,0,0,1,4.7204,10398,Don't know if I'm really diversified,0,0,Mobile App,0,68.2,31.8,0.2536,5.2972
INV0511,34,Male,Tier 3,10L-20L,Self-Employed,Graduate,Zerodha,3,6,Moderate,26871,2764802,0,1429624,1335178,0,0,135625,0,2170516,284946,0,5726191,5726191,27.4395,5,9,6,15,10.0,2.3247,7.68,72,79.9768,Diversified,44.4743,57.4773,0.1563,1,1,1,1,0,0,1,0,0,2.8756,28254,Don't know if I'm really diversified,1,459,Mobile App,0,48.3,51.7,1.6872,6.6799
INV0512,32,Male,Tier 3,10L-20L,Business Owner,Graduate,Zerodha,3,7,Moderate,19560,806333,0,370244,436089,0,301358,0,0,648384,290903,0,1859822,2089075,50.1496,4,8,12,20,10.0,3.4432,6.56,46,61.3408,Diversified,44.6867,53.3844,0.1313,0,0,1,1,1,1,1,0,0,5.9091,21314,Lost money following social media tips,1,275,Mobile App,0,38.6,61.4,0.5914,4.987
INV0513,26,Male,Tier 3,<3L,Salaried-Private,12th Pass,Zerodha,2,5,Moderate,3254,134939,1,62166,72773,46518,0,0,99921,298479,0,0,508503,508503,42.4776,4,7,11,18,10.0,3.9507,6.05,59,65.4605,Diversified,48.6245,45.592,0.1158,1,0,0,0,0,0,0,0,1,2.7467,5609,Don't understand how macros affect my stocks,0,0,Web,1,26.5,73.5,9.8547,5.9413
INV0514,45,Female,Tier 1,3L-6L,Salaried-Govt,Graduate,Upstox,3,7,Conservative,5248,153593,0,0,153593,197723,0,0,0,0,0,3264137,348834,3519613,11.6036,5,7,0,7,7.0076,3.9458,3.06,78,74.1046,Diversified,51.6266,71.9729,0.2574,1,1,1,1,0,1,0,0,0,5.5076,26218,Can't track all investments in one place,1,172,Mobile App,0,4.4,95.6,9.5672,3.9976
INV0515,39,Male,Tier 1,10L-20L,Business Owner,Post-Graduate,Groww,3,5,Moderate,5686,434496,1,241774,192722,0,0,397886,0,0,0,0,454399,824588,45.9158,4,3,10,13,7.7451,3.0265,4.72,19,61.6737,Diversified,46.0371,69.0735,0.23,0,1,1,1,0,0,0,0,1,4.3774,1463,Don't understand how macros affect my stocks,1,191,Web,1,52.7,47.3,3.0623,4.7409
INV0516,28,Male,Tier 2,10L-20L,Salaried-Private,Graduate,Zerodha,3,6,Aggressive,17440,1521930,0,569508,952422,660309,0,462480,0,2423807,0,0,4292100,4985199,20.7848,6,2,11,13,7.3219,2.6069,4.72,16,55.6185,Diversified,55.0033,73.5911,0.2874,0,1,1,1,1,0,0,0,0,5.0,11009,Lost money following social media tips,0,0,Mobile App,0,30.5,69.5,11.3275,5.1037
INV0517,43,Female,Tier 1,10L-20L,Salaried-Private,Graduate,Angel One,2,4,Aggressive,17688,498646,0,163043,335603,222280,0,65334,0,0,71125,0,714599,797728,63.6107,5,7,6,13,9.6316,3.3368,6.29,75,65.4369,Diversified,65.0263,59.5737,0.1674,1,1,0,1,0,0,0,0,0,2.0263,4667,Don't know if I'm really diversified,1,270,Mobile App,0,62.5,37.5,0.7531,6.4137
INV0518,33,Male,Tier 3,10L-20L,Student,Graduate,Zerodha,6,8,Aggressive,21473,2005135,0,1059671,945464,0,0,403170,86240,2179539,0,0,4441770,4988552,43.2984,6,6,14,20,10.0,3.8773,6.12,49,63.7914,Diversified,43.6,52.3813,0.1221,0,0,1,1,1,1,1,0,0,6.3906,0,Don't know if I'm really diversified,1,355,Mobile App,1,40.2,59.8,0.0,5.0748
INV0519,45,Male,Tier 1,20L-50L,Self-Employed,Graduate,Upstox,2,5,Aggressive,57361,779715,1,183086,596629,0,0,0,23466,2238473,0,14711542,2604407,18397905,4.7437,5,4,5,9,5.8915,2.6349,3.26,32,69.3003,Diversified,67.051,66.6796,0.1965,1,1,1,0,1,0,0,0,1,3.978,2644,Lost money following social media tips,1,468,WhatsApp Bot,1,4.2,95.8,0.7833,4.7475
INV0520,48,Male,Tier 1,10L-20L,Salaried-Private,12th Pass,5paisa,2,5,Conservative,18184,316952,1,0,316952,542668,223805,484683,0,0,0,0,1206276,1601632,21.021,5,5,1,6,5.5223,1.6478,3.87,45,73.2835,Diversified,60.2366,90.183,0.3852,1,1,0,0,0,1,0,0,1,3.4554,0,No idea what will happen if a stock falls,1,337,Mobile App,1,19.8,80.2,1.3566,5.1441
INV0521,33,Male,Tier 2,6L-10L,Salaried-Private,12th Pass,Angel One,3,4,Moderate,10752,1070095,1,610350,459745,244015,0,471915,8299,328346,0,0,1758974,2184640,33.4222,6,6,6,12,8.2672,2.9069,5.36,56,63.5007,Diversified,54.4061,70.9107,0.2019,0,1,0,0,0,0,0,0,1,1.7328,5309,Don't know if I'm really diversified,0,0,WhatsApp Bot,1,49.0,51.0,7.0188,6.5696
INV0522,31,Male,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Angel One,3,7,Aggressive,19679,730079,1,483038,247041,422939,0,166209,49571,0,0,0,1024942,1325889,53.7375,4,6,13,19,10.0,3.4094,6.59,32,65.5176,Diversified,41.6886,50.8531,0.1231,1,0,1,1,1,0,0,0,1,5.6823,0,Don't know if I'm really diversified,0,0,WhatsApp Bot,1,55.1,44.9,0.0508,5.1273
INV0523,41,Male,Tier 2,10L-20L,Salaried-Private,Graduate,Upstox,1,5,Aggressive,14457,175361,0,72419,102942,167867,0,0,0,1165070,0,0,1576132,1668439,8.2175,5,6,11,17,10.0,2.8913,7.11,64,79.6564,Diversified,51.6718,45.598,0.123,1,0,0,0,0,0,0,0,0,0.0,4226,Panic during market crashes,1,341,Mobile App,0,10.5,89.5,7.1379,7.3511
INV0524,29,Male,Tier 1,20L-50L,Salaried-Private,Graduate,Upstox,2,3,Aggressive,50254,2309094,0,716744,1592350,645555,0,454233,0,5972170,0,0,10099678,10099678,32.1424,4,4,9,13,7.7829,2.7305,5.05,37,55.961,Diversified,68.1129,73.5954,0.2545,0,1,0,1,1,1,0,0,0,3.1525,34651,No idea what will happen if a stock falls,0,0,Mobile App,0,22.9,77.1,0.8401,5.4383
INV0525,48,Male,Tier 1,10L-20L,Retired,12th Pass,Upstox,2,4,Moderate,23791,685372,0,232307,453065,0,0,83891,25703,438777,132443,0,1239507,1504797,44.3642,4,9,8,17,10.0,3.9376,6.06,99,62.1817,Diversified,65.7208,57.9303,0.143,0,0,0,0,0,1,0,0,0,1.5,6901,Lost money following social media tips,1,272,WhatsApp Bot,1,45.5,54.5,11.0223,6.4256
INV0526,26,Female,Tier 2,6L-10L,Student,12th Pass,5paisa,3,3,Conservative,8548,70319,1,25128,45191,0,0,462402,0,0,0,0,74581,447160,22.4875,4,4,5,9,6.1266,2.1747,3.95,27,68.0489,Diversified,52.2119,69.7485,0.2306,1,1,0,0,0,0,0,0,1,2.1266,0,Can't track all investments in one place,0,0,WhatsApp Bot,1,15.7,84.3,0.0901,5.2604
INV0527,53,Male,Tier 1,10L-20L,Retired,Post-Graduate,Groww,4,7,Aggressive,24991,932677,1,320216,612461,0,0,0,0,0,0,0,945504,945504,92.1405,3,6,12,18,9.833,3.0659,6.77,47,72.3686,Diversified,63.1368,57.8746,0.1435,1,0,1,1,1,0,0,0,1,5.3339,1224,No idea what will happen if a stock falls,0,0,Web,1,98.6,1.4,0.0434,4.8064
INV0528,37,Female,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,Groww,3,6,Moderate,11040,425154,0,163058,262096,180870,0,231187,0,0,0,0,676784,820733,32.3866,5,5,4,9,7.0944,3.6486,3.45,35,56.0728,Diversified,57.4483,65.0464,0.2017,0,1,0,1,0,1,0,0,0,3.0,20021,Can't track all investments in one place,1,219,Web,0,51.8,48.2,1.1502,5.0654
INV0529,46,Male,Tier 2,50L+,Business Owner,12th Pass,Zerodha,2,4,Moderate,121869,5563779,1,3369013,2194766,0,721610,228785,0,0,854544,0,6197328,7143909,76.0931,4,6,8,14,9.4302,1.6128,7.82,48,82.8233,Diversified,42.7071,73.1381,0.1948,1,1,1,0,0,0,0,0,1,2.5,21755,No idea what will happen if a stock falls,1,1022,Mobile App,1,77.9,22.1,0.3686,6.693
INV0530,35,Male,Tier 3,10L-20L,Freelancer,Post-Graduate,Upstox,3,7,Aggressive,21341,771019,1,247645,523374,0,0,252717,0,0,142011,0,970753,1179098,76.1559,4,4,8,12,8.4298,3.1281,5.3,33,62.2928,Diversified,58.8897,63.9452,0.1825,0,1,1,1,0,0,0,0,1,4.3099,8541,No idea what will happen if a stock falls,1,273,WhatsApp Bot,1,65.4,34.6,1.1516,5.0471
INV0531,47,Male,Tier 1,<3L,Salaried-Private,10th Pass,HDFC Securities,4,4,Conservative,2269,145815,0,47383,98432,109376,0,292882,31461,0,0,0,289452,638886,27.157,5,9,4,13,9.6653,2.0992,7.57,83,79.6785,Diversified,67.9347,65.319,0.1796,1,1,0,0,0,1,0,0,0,1.3347,6023,Can't track all investments in one place,1,0,Web,0,22.8,77.2,2.4224,7.0802
INV0532,25,Male,Tier 3,<3L,Student,Post-Graduate,Groww,4,8,Aggressive,4320,380670,1,125820,254850,0,0,118626,0,0,0,0,332789,484427,75.0244,3,6,5,11,8.1366,2.1395,6.0,46,73.5556,Diversified,54.6683,68.7639,0.201,1,1,1,1,0,1,1,0,1,6.5,2923,Can't track all investments in one place,1,0,Mobile App,1,78.6,21.4,0.7231,4.2219
INV0533,31,Male,Tier 1,6L-10L,Self-Employed,Post-Graduate,Zerodha,1,7,Moderate,12379,93392,1,34960,58432,0,0,0,0,180870,36675,0,315132,315132,40.1249,4,5,5,10,7.1842,2.2527,4.93,32,71.9737,Diversified,64.4216,71.7893,0.2155,1,1,1,1,1,0,0,0,1,6.5526,32799,Can't track all investments in one place,1,291,Mobile App,1,29.6,70.4,24.6739,4.0221
