investor_id,trade_date,trade_type,asset_class,instrument_name,trade_amount_inr,decision_basis,market_event_flag,market_event_name,loss_occurred,loss_amount_inr,checked_risk_before_trade,post_trade_regret_score,age,gender,city_tier,income_bracket,occupation,education,primary_platform,years_investing,financial_literacy_score,self_reported_risk_appetite,total_portfolio_value_inr,monthly_savings_inr,has_aa_consent,risk_awareness_score_out_of_10,knows_what_var_is,checks_portfolio_correlation,checks_sector_concentration,uses_stop_loss,simulates_before_trading,would_use_parakh_simulator,willingness_to_pay_monthly_inr,main_pain_point,preferred_channel,evt_date,evt_name,evt_type,evt_sectors_impacted,evt_avg_portfolio_impact_pct,evt_pct_sold_at_loss,evt_avg_loss_per_investor_inr,evt_panic_sell_rate_pct,evt_risk_checked_before_sell_pct,evt_sentiment,loss_pct_of_trade,uninformed_trade_flag,high_risk_trade_flag
INV0464,2025-02-09,BUY,Direct Equity,Tata Steel,10973,Broker Recommendation,0,No Event,1,1459,0,6,42,Male,Tier 2,6L-10L,Salaried-Govt,10th Pass,Upstox,3,5,Moderate,343409,10364,1,3.5,0,0,1,1,0,0,0,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,13.3,0,0
INV0464,2025-02-24,SELL,Mutual Fund,Nippon Small Cap,2989,Broker Recommendation,0,No Event,1,557,0,8,42,Male,Tier 2,6L-10L,Salaried-Govt,10th Pass,Upstox,3,5,Moderate,343409,10364,1,3.5,0,0,1,1,0,0,0,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,18.63,0,0
INV0464,2025-03-23,SELL,Mutual Fund,Mirae Asset Large Cap,6038,Social Media Tip,0,No Event,0,0,0,1,42,Male,Tier 2,6L-10L,Salaried-Govt,10th Pass,Upstox,3,5,Moderate,343409,10364,1,3.5,0,0,1,1,0,0,0,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0464,2025-04-24,BUY,Direct Equity,Nykaa,8851,Social Media Tip,0,No Event,1,3456,0,8,42,Male,Tier 2,6L-10L,Salaried-Govt,10th Pass,Upstox,3,5,Moderate,343409,10364,1,3.5,0,0,1,1,0,0,0,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,39.05,1,1
INV0464,2025-05-18,SELL,Mutual Fund,HDFC Mid-Cap Opportunities,9113,FOMO,0,No Event,1,3135,0,8,42,Male,Tier 2,6L-10L,Salaried-Govt,10th Pass,Upstox,3,5,Moderate,343409,10364,1,3.5,0,0,1,1,0,0,0,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,34.4,1,1
INV0464,2025-05-31,SELL,Direct Equity,Bajaj Finance,4777,Broker Recommendation,0,No Event,0,0,0,1,42,Male,Tier 2,6L-10L,Salaried-Govt,10th Pass,Upstox,3,5,Moderate,343409,10364,1,3.5,0,0,1,1,0,0,0,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0465,2024-06-04,BUY,Direct Equity,LIC,5086,News/Media,0,No Event,1,1627,0,8,59,Male,Tier 3,10L-20L,Self-Employed,12th Pass,Groww,4,4,Moderate,2477587,38099,0,3.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,31.99,0,0
INV0465,2025-03-17,BUY,Direct Equity,Power Grid,47972,Own Research,0,No Event,0,0,0,3,59,Male,Tier 3,10L-20L,Self-Employed,12th Pass,Groww,4,4,Moderate,2477587,38099,0,3.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0465,2025-04-21,SELL,Mutual Fund,Axis Small Cap,14207,Own Research,0,No Event,0,0,0,3,59,Male,Tier 3,10L-20L,Self-Employed,12th Pass,Groww,4,4,Moderate,2477587,38099,0,3.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0466,2024-12-04,SELL,Direct Equity,ICICI Bank,4444,Social Media Tip,0,No Event,0,0,0,5,36,Male,Tier 1,6L-10L,Salaried-Private,Graduate,Upstox,4,7,Moderate,313126,9016,0,3.0,1,0,0,0,0,1,205,Panic during market crashes,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0467,2024-01-22,BUY,Direct Equity,Hero MotoCorp,4295,FOMO,0,No Event,0,0,0,5,33,Male,Tier 3,3L-6L,Salaried-Private,Graduate,Zerodha,1,5,Moderate,48214,4617,0,0.0,0,0,0,0,0,1,101,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0467,2024-07-05,BUY,Direct Equity,LIC,11801,Own Research,0,No Event,0,0,0,3,33,Male,Tier 3,3L-6L,Salaried-Private,Graduate,Zerodha,1,5,Moderate,48214,4617,0,0.0,0,0,0,0,0,1,101,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0467,2024-10-27,BUY,Direct Equity,Reliance Industries,46893,Own Research,0,No Event,0,0,0,1,33,Male,Tier 3,3L-6L,Salaried-Private,Graduate,Zerodha,1,5,Moderate,48214,4617,0,0.0,0,0,0,0,0,1,101,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0467,2024-12-13,BUY,Mutual Fund,Axis Small Cap,17837,Broker Recommendation,0,No Event,0,0,0,2,33,Male,Tier 3,3L-6L,Salaried-Private,Graduate,Zerodha,1,5,Moderate,48214,4617,0,0.0,0,0,0,0,0,1,101,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0467,2025-06-24,BUY,Direct Equity,Dr Reddy's,12383,Broker Recommendation,0,No Event,1,2833,0,6,33,Male,Tier 3,3L-6L,Salaried-Private,Graduate,Zerodha,1,5,Moderate,48214,4617,0,0.0,0,0,0,0,0,1,101,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,22.88,0,0
INV0468,2024-01-09,SELL,Direct Equity,Tech Mahindra,12777,News/Media,0,No Event,0,0,0,1,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0468,2024-02-10,BUY,Direct Equity,HUL,51704,Social Media Tip,0,No Event,0,0,0,4,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0468,2024-04-13,BUY,Mutual Fund,Axis Bluechip Fund,15333,Broker Recommendation,1,Iran-Israel Escalation,0,0,0,1,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,2024-04-19,Iran-Israel Escalation,Geopolitical,Energy,-12.74,44.0,1535.0,21.8,22.6,Extreme Fear,0.0,0,0
INV0468,2024-05-31,SELL,Mutual Fund,Kotak Flexi Cap,44404,News/Media,0,No Event,0,0,0,5,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0468,2024-06-03,BUY,Mutual Fund,Nippon India Multi Cap,11677,Own Research,0,No Event,0,0,0,5,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0468,2024-06-05,SELL,Direct Equity,Wipro,4676,FOMO,0,No Event,1,1721,0,7,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,36.8,1,1
INV0468,2024-06-16,BUY,Direct Equity,Dr Reddy's,5397,FOMO,0,No Event,1,1776,0,6,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,32.91,1,1
INV0468,2024-07-24,BUY,Direct Equity,Titan,28197,Social Media Tip,1,Budget 2024 STT Hike,0,0,0,2,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,2024-07-23,Budget 2024 STT Hike,Regulatory,F&O,-12.57,47.7,1471.0,24.1,18.0,Neutral,0.0,1,1
INV0468,2024-07-25,SELL,Mutual Fund,HDFC Mid-Cap Opportunities,24986,Social Media Tip,1,Budget 2024 STT Hike,1,10694,0,6,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,2024-07-23,Budget 2024 STT Hike,Regulatory,F&O,-12.57,47.7,1471.0,24.1,18.0,Neutral,42.8,1,1
INV0468,2024-08-16,BUY,Direct Equity,Avenue Supermarts,2946,Social Media Tip,0,No Event,0,0,0,1,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0468,2024-08-23,SELL,Direct Equity,HCL Tech,12330,Own Research,0,No Event,0,0,0,5,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0468,2024-11-11,BUY,Direct Equity,Britannia,2177,Social Media Tip,0,No Event,0,0,0,4,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0468,2024-11-26,BUY,Direct Equity,Dr Reddy's,24433,Social Media Tip,0,No Event,1,5835,0,7,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,23.88,1,1
INV0468,2024-11-30,BUY,Direct Equity,Asian Paints,17759,News/Media,0,No Event,1,7668,0,8,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,43.18,0,0
INV0468,2024-12-01,SELL,Direct Equity,Bajaj Finance,8323,FOMO,0,No Event,1,2925,0,6,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,35.14,1,1
INV0468,2024-12-22,BUY,Mutual Fund,HDFC Top 100,16278,Own Research,0,No Event,0,0,0,5,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0468,2024-12-29,SELL,Mutual Fund,Mirae Asset Banking ETF,7508,News/Media,0,No Event,1,1009,0,7,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,13.44,0,0
INV0468,2025-02-03,SELL,Direct Equity,TCS,14608,FOMO,1,Union Budget FY26,1,1094,0,8,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,7.49,1,1
INV0468,2025-04-13,BUY,Direct Equity,LIC,4516,Astrology/Gut,1,Trump Tariff Shock,1,1383,0,8,52,Male,Tier 2,6L-10L,Salaried-Private,Graduate,Upstox,2,4,Moderate,352909,10303,1,4.0,1,0,1,0,0,0,0,Don't know if I'm really diversified,Mobile App,2025-04-07,Trump Tariff Shock,Global Macro,IT/Export,-3.49,41.4,1803.0,51.8,6.2,Fear,30.62,1,1
INV0469,2024-01-28,SELL,Mutual Fund,Parag Parikh Flexi Cap,12844,Social Media Tip,1,Budget Surprise LTCG Hike,1,1653,0,8,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,2024-02-01,Budget Surprise LTCG Hike,Regulatory,All Sectors,-10.61,43.3,2301.0,35.1,20.4,Extreme Fear,12.87,1,1
INV0469,2024-02-20,BUY,Direct Equity,Cipla,1025,FOMO,0,No Event,0,0,0,3,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0469,2024-05-03,SELL,Mutual Fund,HDFC Balanced Advantage,45468,Social Media Tip,1,Election Exit Poll Shock,0,0,0,2,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,2024-05-04,Election Exit Poll Shock,Domestic Political,All Sectors,-6.04,46.6,2087.0,32.6,19.3,Neutral,0.0,1,1
INV0469,2024-05-07,BUY,Mutual Fund,HDFC Top 100,9481,Own Research,1,Election Exit Poll Shock,1,1284,0,9,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,2024-05-04,Election Exit Poll Shock,Domestic Political,All Sectors,-6.04,46.6,2087.0,32.6,19.3,Neutral,13.54,0,0
INV0469,2024-06-15,BUY,Mutual Fund,Kotak Flexi Cap,7659,Broker Recommendation,0,No Event,0,0,0,4,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2024-06-28,BUY,Mutual Fund,Mirae Asset Hybrid Equity,24679,Own Research,0,No Event,0,0,1,5,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2024-07-22,SELL,Mutual Fund,Kotak Flexi Cap,24269,Broker Recommendation,1,Budget 2024 STT Hike,0,0,0,1,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,2024-07-23,Budget 2024 STT Hike,Regulatory,F&O,-12.57,47.7,1471.0,24.1,18.0,Neutral,0.0,0,0
INV0469,2024-08-01,BUY,Direct Equity,M&M,24086,Technical Analysis,0,No Event,0,0,0,4,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2024-08-03,BUY,Direct Equity,SBI,10937,Social Media Tip,0,No Event,0,0,0,1,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0469,2024-08-10,BUY,Direct Equity,Tata Motors,12700,Broker Recommendation,0,No Event,0,0,0,4,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2024-10-04,BUY,Mutual Fund,Quant Active Fund,11336,Technical Analysis,0,No Event,0,0,0,3,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2025-01-01,BUY,Direct Equity,Bajaj Finance,24830,Social Media Tip,0,No Event,1,6870,0,7,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,27.67,1,1
INV0469,2025-01-19,BUY,Direct Equity,TCS,11035,Broker Recommendation,0,No Event,1,782,0,7,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,7.09,0,0
INV0469,2025-01-24,SELL,Mutual Fund,Nifty 50 Index Fund (UTI),31118,News/Media,0,No Event,0,0,0,5,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2025-03-01,BUY,Direct Equity,Wipro,17151,Own Research,0,No Event,0,0,0,4,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2025-03-25,BUY,Direct Equity,Hero MotoCorp,10986,News/Media,0,No Event,0,0,0,3,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2025-03-26,BUY,Direct Equity,Kotak Mahindra,37739,Technical Analysis,0,No Event,0,0,0,2,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2025-03-30,BUY,Mutual Fund,ICICI Pru Pharma ETF,12018,Technical Analysis,0,No Event,0,0,0,1,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0469,2025-05-04,SELL,Mutual Fund,Nippon India Multi Cap,2935,Social Media Tip,0,No Event,0,0,0,1,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0469,2025-06-03,BUY,Mutual Fund,Kotak Emerging Equity,25725,Social Media Tip,0,No Event,1,6930,0,9,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,26.94,1,1
INV0469,2025-06-12,BUY,Direct Equity,Kotak Mahindra,26865,Technical Analysis,0,No Event,0,0,0,1,31,Male,Tier 3,6L-10L,Salaried-Govt,10th Pass,Angel One,5,4,Aggressive,1261445,12729,0,1.5,1,0,0,0,0,1,185,Lost money following social media tips,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0470,2025-06-04,BUY,Direct Equity,Kotak Mahindra,17141,FOMO,0,No Event,1,4237,0,6,59,Male,Tier 3,<3L,Self-Employed,Graduate,Groww,5,7,Moderate,239344,2647,1,7.5,1,1,1,0,0,1,0,Don't know if I'm really diversified,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,24.72,1,1
INV0471,2024-01-08,SELL,Direct Equity,M&M,13721,Broker Recommendation,0,No Event,0,0,0,3,22,Male,Tier 2,<3L,Salaried-Private,Graduate,Groww,2,5,Conservative,72593,3459,1,1.0,0,0,0,0,0,1,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0471,2025-03-06,SELL,Direct Equity,Hero MotoCorp,36624,Own Research,0,No Event,1,4820,1,4,22,Male,Tier 2,<3L,Salaried-Private,Graduate,Groww,2,5,Conservative,72593,3459,1,1.0,0,0,0,0,0,1,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,13.16,0,0
INV0471,2025-04-12,BUY,Direct Equity,TCS,1454,News/Media,1,Trump Tariff Shock,1,214,0,6,22,Male,Tier 2,<3L,Salaried-Private,Graduate,Groww,2,5,Conservative,72593,3459,1,1.0,0,0,0,0,0,1,0,Don't know if I'm really diversified,Mobile App,2025-04-07,Trump Tariff Shock,Global Macro,IT/Export,-3.49,41.4,1803.0,51.8,6.2,Fear,14.72,0,0
INV0472,2024-03-07,SELL,Mutual Fund,Nippon Small Cap,39350,News/Media,0,No Event,0,0,0,4,59,Female,Tier 2,20L-50L,Business Owner,Post-Graduate,Angel One,5,7,Aggressive,1327508,33990,1,4.0,1,0,0,0,0,1,468,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0472,2024-03-27,BUY,Mutual Fund,Franklin India Feeder US,6125,Broker Recommendation,0,No Event,0,0,0,5,59,Female,Tier 2,20L-50L,Business Owner,Post-Graduate,Angel One,5,7,Aggressive,1327508,33990,1,4.0,1,0,0,0,0,1,468,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0472,2024-04-12,BUY,Direct Equity,Tata Motors,19108,Own Research,1,Iran-Israel Escalation,1,4232,0,9,59,Female,Tier 2,20L-50L,Business Owner,Post-Graduate,Angel One,5,7,Aggressive,1327508,33990,1,4.0,1,0,0,0,0,1,468,Don't know if I'm really diversified,Mobile App,2024-04-19,Iran-Israel Escalation,Geopolitical,Energy,-12.74,44.0,1535.0,21.8,22.6,Extreme Fear,22.15,0,0
INV0472,2024-11-03,BUY,Mutual Fund,Quant Active Fund,33046,FOMO,0,No Event,1,5076,0,9,59,Female,Tier 2,20L-50L,Business Owner,Post-Graduate,Angel One,5,7,Aggressive,1327508,33990,1,4.0,1,0,0,0,0,1,468,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,15.36,1,1
INV0472,2025-01-04,BUY,Direct Equity,Adani Enterprises,32193,News/Media,0,No Event,0,0,0,4,59,Female,Tier 2,20L-50L,Business Owner,Post-Graduate,Angel One,5,7,Aggressive,1327508,33990,1,4.0,1,0,0,0,0,1,468,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0473,2024-01-17,BUY,Mutual Fund,Nippon India Multi Cap,9337,Technical Analysis,0,No Event,0,0,0,1,23,Female,Tier 3,3L-6L,Freelancer,12th Pass,Upstox,4,3,Conservative,287966,3927,1,2.0,0,0,0,1,0,0,0,Don't know if I'm really diversified,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0473,2025-02-03,SELL,Mutual Fund,HDFC Balanced Advantage,1718,News/Media,1,Union Budget FY26,1,243,0,9,23,Female,Tier 3,3L-6L,Freelancer,12th Pass,Upstox,4,3,Conservative,287966,3927,1,2.0,0,0,0,1,0,0,0,Don't know if I'm really diversified,Web,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,14.14,0,0
INV0474,2024-01-10,BUY,Direct Equity,HUL,2459,Own Research,0,No Event,0,0,0,5,54,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,3,7,Moderate,415710,12109,1,4.0,1,0,0,0,0,1,299,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0474,2024-03-03,SELL,Direct Equity,Zomato,2566,Social Media Tip,0,No Event,0,0,0,5,54,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,3,7,Moderate,415710,12109,1,4.0,1,0,0,0,0,1,299,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
